Commodity,Category,Unit,State,District,Market,Date,Year,Month,Season,Arrival_Qty,Min_Price,Max_Price,Modal_Price
Mustard,Oilseed,Quintal,Maharashtra,Pune,Pune,10/30/2020,2020,10,Rabi,868.26,6615.55,7262.7,6938.8
Maize,Grain,Quintal,Uttar Pradesh,Kanpur,Kanpur,1/10/2024,2024,1,Rabi,360.33,2027.09,2208.9,2117.94
Tomato,Vegetable,Kg,Punjab,Ludhiana,Ludhiana,12/4/2025,2025,12,Rabi,660.11,50.6,58.12,54.71
Mango,Fruit,Kg,Karnataka,Mysuru,Mysuru,9/7/2022,2022,9,Kharif,136.18,114.16,123.35,118.34
Tomato,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2/5/2020,2020,2,Rabi,256.16,22.51,25.17,24.15
Mustard Oil,Oil,Litre,West Bengal,Purba Medinipur,Panskura,11/23/2024,2024,11,Rabi,141.29,147.7,164.59,155.81
Mustard Oil,Oil,Litre,Karnataka,Belagavi,Belagavi,4/24/2020,2020,4,Zaid,77.55,177.25,201.64,189.57
Brinjal,Vegetable,Kg,Gujarat,Ahmedabad,Ahmedabad,1/11/2020,2020,1,Rabi,181.71,32.63,36.55,34.55
Banana,Fruit,Dozen,Gujarat,Rajkot,Rajkot,5/19/2025,2025,5,Zaid,607.93,69.76,73.36,71.47
Milk,Dairy,Litre,Maharashtra,Nashik,Lasalgaon,2/12/2024,2024,2,Rabi,566.93,44.45,47.42,45.82
Potato,Vegetable,Kg,Maharashtra,Pune,Pune,8/16/2025,2025,8,Kharif,508.67,20.44,22,20.76
Wheat,Grain,Quintal,Punjab,Amritsar,Amritsar,8/21/2023,2023,8,Kharif,394.06,1974.74,2255.16,2114.97
Cabbage,Vegetable,Kg,Gujarat,Rajkot,Rajkot,7/18/2024,2024,7,Kharif,537.68,15.49,17.26,16.86
Mustard,Oilseed,Quintal,Karnataka,Belagavi,Belagavi,8/27/2025,2025,8,Kharif,570.18,4765.56,5100.84,4933.05
Mustard,Oilseed,Quintal,West Bengal,Hooghly,Arambagh,5/24/2025,2025,5,Zaid,307.5,4535.79,4989.14,4761.98
Mango,Fruit,Kg,Maharashtra,Nashik,Lasalgaon,4/29/2020,2020,4,Zaid,371.81,107.91,116.72,112.57
Milk,Dairy,Litre,Maharashtra,Pune,Pune,4/10/2022,2022,4,Zaid,949.16,65.9,75.26,70.76
Brinjal,Vegetable,Kg,Karnataka,Mysuru,Mysuru,8/11/2024,2024,8,Kharif,206.62,18.8,20.55,19.7
Cabbage,Vegetable,Kg,Gujarat,Ahmedabad,Ahmedabad,4/2/2023,2023,4,Zaid,657.17,26.85,30.42,28.57
Tomato,Vegetable,Kg,Gujarat,Ahmedabad,Ahmedabad,6/26/2025,2025,6,Kharif,90.16,25.15,26.5,25.89
Maize,Grain,Quintal,Uttar Pradesh,Kanpur,Kanpur,3/16/2023,2023,3,Rabi,300.71,2287.73,2574.06,2430.53
Potato,Vegetable,Kg,Uttar Pradesh,Varanasi,Varanasi,9/11/2021,2021,9,Kharif,469.57,16.71,18.96,17.65
Milk,Dairy,Litre,Maharashtra,Nagpur,Nagpur,3/11/2025,2025,3,Rabi,669.64,35.74,41.16,38.68
Wheat,Grain,Quintal,Gujarat,Rajkot,Rajkot,2/19/2021,2021,2,Rabi,279.21,1904.78,2161.77,2033.03
Mustard Oil,Oil,Litre,Maharashtra,Pune,Pune,1/18/2020,2020,1,Rabi,653.45,212.95,230.44,221.2
Onion,Vegetable,Kg,Gujarat,Ahmedabad,Ahmedabad,8/8/2021,2021,8,Kharif,298.29,56.07,60.35,58.46
Maize,Grain,Quintal,Gujarat,Ahmedabad,Ahmedabad,2/21/2022,2022,2,Rabi,814.92,1732.41,1838.71,1785.8
Potato,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,11/28/2025,2025,11,Rabi,246.86,22.8,25.31,24.48
Cotton,Fiber,Quintal,Karnataka,Mysuru,Mysuru,5/21/2020,2020,5,Zaid,423.94,8644.87,9292.04,8968.37
Cotton,Fiber,Quintal,Punjab,Amritsar,Amritsar,7/31/2021,2021,7,Kharif,249.59,4979.07,5790.23,5384.4
Potato,Vegetable,Kg,Maharashtra,Pune,Pune,6/5/2024,2024,6,Kharif,492.5,23.72,25.91,24.67
Onion,Vegetable,Kg,Uttar Pradesh,Varanasi,Varanasi,3/3/2024,2024,3,Rabi,601.69,16.86,18.46,17.28
Mustard Oil,Oil,Litre,Uttar Pradesh,Kanpur,Kanpur,6/30/2023,2023,6,Kharif,45.98,148.49,160.15,154.12
Potato,Vegetable,Kg,Uttar Pradesh,Kanpur,Kanpur,12/6/2021,2021,12,Rabi,458.37,14.92,17.15,16.01
Banana,Fruit,Dozen,Uttar Pradesh,Kanpur,Kanpur,11/12/2024,2024,11,Rabi,643.07,90.76,92.62,91.64
Rice,Grain,Quintal,Maharashtra,Pune,Pune,9/10/2022,2022,9,Kharif,334.09,2060.5,2203.23,2132.18
Cotton,Fiber,Quintal,Gujarat,Rajkot,Rajkot,9/22/2023,2023,9,Kharif,423.69,6561.33,7316.75,6938.64
Mustard,Oilseed,Quintal,Maharashtra,Pune,Pune,5/26/2020,2020,5,Zaid,565.96,5848.26,6606.27,6227.36
Cotton,Fiber,Quintal,Punjab,Ludhiana,Ludhiana,10/23/2023,2023,10,Rabi,66.53,7349.6,7377.67,7363.67
Mango,Fruit,Kg,Maharashtra,Nagpur,Nagpur,10/14/2024,2024,10,Rabi,383.23,139.61,158.79,149.6
Mustard Oil,Oil,Litre,Uttar Pradesh,Kanpur,Kanpur,8/14/2020,2020,8,Kharif,193.09,158.51,169.38,164.39
Cotton,Fiber,Quintal,Gujarat,Ahmedabad,Ahmedabad,4/14/2020,2020,4,Zaid,59.4,6911.31,7920.95,7415.78
Maize,Grain,Quintal,West Bengal,Nadia,Krishnanagar,6/4/2024,2024,6,Kharif,44.95,2606.13,2765.81,2686.18
Mango,Fruit,Kg,Maharashtra,Nagpur,Nagpur,4/25/2021,2021,4,Zaid,573.45,32.89,36.25,34.74
Cabbage,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,10/13/2021,2021,10,Rabi,778.95,13.77,15.47,14.55
Brinjal,Vegetable,Kg,Gujarat,Rajkot,Rajkot,3/4/2024,2024,3,Rabi,128.26,46.48,50.84,49.06
Onion,Vegetable,Kg,Maharashtra,Pune,Pune,3/6/2021,2021,3,Rabi,491.93,14.25,16.06,15.26
Banana,Fruit,Dozen,Karnataka,Mysuru,Mysuru,3/7/2022,2022,3,Rabi,475.09,23.92,26.61,25.25
Rice,Grain,Quintal,Uttar Pradesh,Kanpur,Kanpur,4/3/2023,2023,4,Zaid,506.46,2938.61,3220.74,3080.01
Wheat,Grain,Quintal,Uttar Pradesh,Kanpur,Kanpur,7/19/2020,2020,7,Kharif,642.15,2645.95,2875.32,2761.06
Potato,Vegetable,Kg,Punjab,Amritsar,Amritsar,11/18/2023,2023,11,Rabi,224.1,24.21,26.68,25.45
Brinjal,Vegetable,Kg,Punjab,Amritsar,Amritsar,11/14/2025,2025,11,Rabi,145.88,30.56,34.05,31.88
Brinjal,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,12/13/2025,2025,12,Rabi,193.95,30.56,33.94,31.85
Maize,Grain,Quintal,Gujarat,Ahmedabad,Ahmedabad,6/18/2023,2023,6,Kharif,470.29,1952.76,2089.79,2020.96
Maize,Grain,Quintal,Karnataka,Belagavi,Belagavi,11/12/2020,2020,11,Rabi,539.65,2364.13,2601.47,2482.54
Cotton,Fiber,Quintal,Karnataka,Belagavi,Belagavi,2/18/2025,2025,2,Rabi,757.34,6336.98,7003.35,6670.34
Cotton,Fiber,Quintal,Punjab,Amritsar,Amritsar,10/12/2024,2024,10,Rabi,285.19,7458.95,8059.25,7758.92
Tomato,Vegetable,Kg,Karnataka,Belagavi,Belagavi,7/31/2024,2024,7,Kharif,244.71,10.28,11.45,10.5
Brinjal,Vegetable,Kg,Maharashtra,Nashik,Lasalgaon,12/15/2025,2025,12,Rabi,671.46,40.56,43.59,41.67
Cotton,Fiber,Quintal,Punjab,Ludhiana,Ludhiana,9/21/2023,2023,9,Kharif,458.32,8553.14,9051.49,8802.03
Rice,Grain,Quintal,Uttar Pradesh,Kanpur,Kanpur,9/11/2020,2020,9,Kharif,407.21,2539.01,2756.67,2647.68
Wheat,Grain,Quintal,Gujarat,Ahmedabad,Ahmedabad,10/30/2025,2025,10,Rabi,609.89,2618.28,2898.89,2759.08
Onion,Vegetable,Kg,Uttar Pradesh,Varanasi,Varanasi,7/17/2025,2025,7,Kharif,929.09,35.63,38.11,37.21
Cotton,Fiber,Quintal,Punjab,Ludhiana,Ludhiana,6/21/2023,2023,6,Kharif,576.31,5658.64,6130.3,5894.89
Milk,Dairy,Litre,Punjab,Ludhiana,Ludhiana,5/30/2021,2021,5,Zaid,437.16,65.14,71.51,68.31
Mustard,Oilseed,Quintal,Gujarat,Rajkot,Rajkot,10/1/2025,2025,10,Rabi,243.06,4621.24,4845.38,4733.74
Mustard Oil,Oil,Litre,Gujarat,Ahmedabad,Ahmedabad,10/7/2023,2023,10,Rabi,123.87,133.61,144.47,139.12
Brinjal,Vegetable,Kg,Karnataka,Belagavi,Belagavi,3/27/2022,2022,3,Rabi,646.06,43.39,47.4,44.91
Potato,Vegetable,Kg,Maharashtra,Nagpur,Nagpur,5/15/2025,2025,5,Zaid,35.35,21.63,24.61,22.64
Cotton,Fiber,Quintal,West Bengal,Hooghly,Arambagh,6/1/2020,2020,6,Kharif,536.37,7466.67,8063.47,7764.68
Tomato,Vegetable,Kg,Uttar Pradesh,Varanasi,Varanasi,10/14/2020,2020,10,Rabi,24.82,46.89,52.37,49.82
Cabbage,Vegetable,Kg,Karnataka,Belagavi,Belagavi,2/19/2022,2022,2,Rabi,196.36,14.61,16.9,16.02
Wheat,Grain,Quintal,Gujarat,Ahmedabad,Ahmedabad,11/26/2022,2022,11,Rabi,573.85,2187.04,2423.55,2304.8
Milk,Dairy,Litre,Punjab,Amritsar,Amritsar,3/19/2021,2021,3,Rabi,565.68,62.7,72.59,67.36
Tomato,Vegetable,Kg,Maharashtra,Pune,Pune,3/23/2025,2025,3,Rabi,928.32,46.62,53.9,50.29
Cabbage,Vegetable,Kg,Gujarat,Rajkot,Rajkot,10/1/2024,2024,10,Rabi,403.83,14.78,16.17,15.18
Banana,Fruit,Dozen,West Bengal,Nadia,Krishnanagar,12/9/2023,2023,12,Rabi,555.63,109.56,117.59,113.17
Banana,Fruit,Dozen,West Bengal,Purba Medinipur,Panskura,6/27/2022,2022,6,Kharif,490.72,70.26,73.77,71.77
Wheat,Grain,Quintal,Punjab,Amritsar,Amritsar,12/12/2021,2021,12,Rabi,892.34,2683.7,2799.67,2741.97
Maize,Grain,Quintal,Uttar Pradesh,Varanasi,Varanasi,7/22/2022,2022,7,Kharif,626.56,1612.08,1711.96,1662.24
Tomato,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,12/15/2020,2020,12,Rabi,581.57,37.5,41.63,39.3
Milk,Dairy,Litre,Karnataka,Mysuru,Mysuru,5/19/2020,2020,5,Zaid,159.63,28.75,33.17,30.63
Cotton,Fiber,Quintal,West Bengal,Purba Medinipur,Panskura,4/8/2020,2020,4,Zaid,75.35,8757.44,9505.41,9131.26
Onion,Vegetable,Kg,Uttar Pradesh,Kanpur,Kanpur,12/3/2022,2022,12,Rabi,696.95,47.47,53.49,50.6
Mango,Fruit,Kg,Punjab,Amritsar,Amritsar,9/10/2021,2021,9,Kharif,635.71,142.85,147.38,144.93
Tomato,Vegetable,Kg,Karnataka,Mysuru,Mysuru,2/8/2025,2025,2,Rabi,385.4,10.64,11.85,11.14
Mango,Fruit,Kg,Karnataka,Belagavi,Belagavi,6/4/2022,2022,6,Kharif,502.87,71.82,77.94,75.36
Mango,Fruit,Kg,Uttar Pradesh,Varanasi,Varanasi,9/24/2023,2023,9,Kharif,709.8,127.43,137.06,131.93
Mustard,Oilseed,Quintal,Karnataka,Belagavi,Belagavi,12/1/2020,2020,12,Rabi,554,6836.34,7327.5,7082.41
Wheat,Grain,Quintal,Uttar Pradesh,Varanasi,Varanasi,11/17/2020,2020,11,Rabi,877.31,2584.86,2880.58,2732.27
Mango,Fruit,Kg,Karnataka,Belagavi,Belagavi,5/13/2025,2025,5,Zaid,314.57,96.08,105.91,100.78
Onion,Vegetable,Kg,Uttar Pradesh,Varanasi,Varanasi,5/13/2025,2025,5,Zaid,186.76,41.68,45.99,43.95
Milk,Dairy,Litre,Uttar Pradesh,Kanpur,Kanpur,5/28/2021,2021,5,Zaid,55.38,36.91,42.09,39.31
Cabbage,Vegetable,Kg,Uttar Pradesh,Varanasi,Varanasi,10/14/2021,2021,10,Rabi,746.48,20.74,22.89,21.92
Brinjal,Vegetable,Kg,Maharashtra,Nashik,Lasalgaon,3/14/2023,2023,3,Rabi,78.3,22.85,25.78,24.6
Wheat,Grain,Quintal,Karnataka,Mysuru,Mysuru,12/18/2023,2023,12,Rabi,608.07,1826.33,1891.22,1859.24
Banana,Fruit,Dozen,West Bengal,Nadia,Krishnanagar,4/5/2021,2021,4,Zaid,83.67,79.07,85.81,82.25
Potato,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2/22/2022,2022,2,Rabi,139.59,37.84,41.19,39.64
Cotton,Fiber,Quintal,Gujarat,Ahmedabad,Ahmedabad,4/23/2023,2023,4,Zaid,848.71,6651.07,7338.77,6994.48
Mustard,Oilseed,Quintal,Karnataka,Belagavi,Belagavi,11/21/2025,2025,11,Rabi,68.88,4396.61,4905.9,4651.51
Banana,Fruit,Dozen,Uttar Pradesh,Kanpur,Kanpur,12/26/2021,2021,12,Rabi,419.36,89.88,99.02,94.54
Cotton,Fiber,Quintal,Karnataka,Belagavi,Belagavi,2/11/2020,2020,2,Rabi,400.11,4848.93,5392.94,5121.1
Banana,Fruit,Dozen,Karnataka,Mysuru,Mysuru,2/22/2021,2021,2,Rabi,201.25,54.74,59.73,56.85
Banana,Fruit,Dozen,West Bengal,Purba Medinipur,Panskura,5/25/2024,2024,5,Zaid,139.63,111.56,118.57,115.32
Onion,Vegetable,Kg,Karnataka,Belagavi,Belagavi,6/17/2025,2025,6,Kharif,157,41.73,47.07,44.11
Onion,Vegetable,Kg,Gujarat,Ahmedabad,Ahmedabad,3/6/2023,2023,3,Rabi,678.56,13.1,14.22,13.7
Brinjal,Vegetable,Kg,Uttar Pradesh,Varanasi,Varanasi,12/8/2021,2021,12,Rabi,24.74,24.24,27.97,25.98
Tomato,Vegetable,Kg,Gujarat,Ahmedabad,Ahmedabad,5/25/2022,2022,5,Zaid,754.43,11.41,12.75,12
Mustard Oil,Oil,Litre,Punjab,Amritsar,Amritsar,11/26/2023,2023,11,Rabi,50.6,108.9,124.04,116.08
Cabbage,Vegetable,Kg,Punjab,Amritsar,Amritsar,9/23/2025,2025,9,Kharif,676.58,9.63,11.11,10.84
Cabbage,Vegetable,Kg,Maharashtra,Pune,Pune,8/30/2023,2023,8,Kharif,801.24,30.91,33.77,32.15
Banana,Fruit,Dozen,Gujarat,Rajkot,Rajkot,12/14/2023,2023,12,Rabi,444.59,83.42,92.12,88.15
Cotton,Fiber,Quintal,Gujarat,Ahmedabad,Ahmedabad,5/4/2021,2021,5,Zaid,443.41,8699.63,9178.92,8939.62
Mustard,Oilseed,Quintal,Uttar Pradesh,Varanasi,Varanasi,1/4/2021,2021,1,Rabi,182.33,4770.6,4956.92,4864.17
Potato,Vegetable,Kg,Punjab,Amritsar,Amritsar,11/12/2022,2022,11,Rabi,409.88,15.25,17.18,16.5
Maize,Grain,Quintal,Gujarat,Ahmedabad,Ahmedabad,7/8/2023,2023,7,Kharif,356.75,1970.29,2201.76,2086.44
Mustard,Oilseed,Quintal,West Bengal,Nadia,Krishnanagar,4/1/2021,2021,4,Zaid,80.42,4477.66,4604.45,4540.71
Cotton,Fiber,Quintal,Punjab,Amritsar,Amritsar,10/17/2021,2021,10,Rabi,104.51,6699.87,7119.72,6910.26
Mustard Oil,Oil,Litre,Punjab,Ludhiana,Ludhiana,10/19/2021,2021,10,Rabi,275.95,116.32,123.49,119.97
Potato,Vegetable,Kg,Maharashtra,Pune,Pune,7/18/2021,2021,7,Kharif,589.18,26.83,29.65,28.02
Mustard Oil,Oil,Litre,Karnataka,Belagavi,Belagavi,7/24/2022,2022,7,Kharif,614.13,196.27,204.9,200.94
Mustard Oil,Oil,Litre,Maharashtra,Nagpur,Nagpur,3/6/2023,2023,3,Rabi,936.88,107.71,112.95,110.72
Maize,Grain,Quintal,Gujarat,Rajkot,Rajkot,5/30/2021,2021,5,Zaid,907.14,1604.99,1751.84,1678.25
Mustard Oil,Oil,Litre,Gujarat,Ahmedabad,Ahmedabad,4/29/2024,2024,4,Zaid,897.13,134.84,151.76,142.81
Brinjal,Vegetable,Kg,Punjab,Ludhiana,Ludhiana,11/2/2025,2025,11,Rabi,612.43,39.99,43.03,41.09
Onion,Vegetable,Kg,Maharashtra,Pune,Pune,8/4/2024,2024,8,Kharif,919.76,22.9,25.85,24.84
Milk,Dairy,Litre,Punjab,Ludhiana,Ludhiana,5/26/2024,2024,5,Zaid,31.12,35.19,38.59,36.66
Banana,Fruit,Dozen,West Bengal,Purba Medinipur,Panskura,6/20/2025,2025,6,Kharif,935.67,58.72,64.28,61.44
Wheat,Grain,Quintal,Karnataka,Belagavi,Belagavi,12/26/2021,2021,12,Rabi,851.19,2736.56,2867.7,2802.27
Tomato,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2/21/2020,2020,2,Rabi,545.13,22.44,24.4,23.51
Mustard,Oilseed,Quintal,Maharashtra,Pune,Pune,1/12/2020,2020,1,Rabi,609.54,4571.04,5167.87,4869.24
Onion,Vegetable,Kg,Punjab,Ludhiana,Ludhiana,9/30/2023,2023,9,Kharif,261.24,38.79,44.74,41.77
Maize,Grain,Quintal,Uttar Pradesh,Varanasi,Varanasi,4/12/2022,2022,4,Zaid,860.21,1770.99,1936.78,1853.52
Wheat,Grain,Quintal,Punjab,Amritsar,Amritsar,8/29/2025,2025,8,Kharif,74.64,1949.58,2064.67,2006.9
Cabbage,Vegetable,Kg,Uttar Pradesh,Varanasi,Varanasi,7/15/2020,2020,7,Kharif,510.1,26.31,29.3,27.36
Mustard Oil,Oil,Litre,West Bengal,Purba Medinipur,Panskura,7/12/2022,2022,7,Kharif,218.28,199.83,222.96,211.84
Wheat,Grain,Quintal,Uttar Pradesh,Kanpur,Kanpur,9/25/2023,2023,9,Kharif,480.01,1908.01,2041.96,1974.67
Milk,Dairy,Litre,West Bengal,Purba Medinipur,Panskura,6/22/2024,2024,6,Kharif,438.19,59.11,65.9,62.04
Cabbage,Vegetable,Kg,Punjab,Ludhiana,Ludhiana,4/21/2022,2022,4,Zaid,103.23,7.7,8.95,8.77
Mustard Oil,Oil,Litre,Maharashtra,Pune,Pune,12/3/2020,2020,12,Rabi,662.07,151.92,172.09,162.43
Mango,Fruit,Kg,Gujarat,Rajkot,Rajkot,8/11/2024,2024,8,Kharif,947.43,99.63,109.84,104.86
Banana,Fruit,Dozen,West Bengal,Hooghly,Arambagh,7/22/2022,2022,7,Kharif,63.96,28.47,32.97,30.7
Rice,Grain,Quintal,Uttar Pradesh,Kanpur,Kanpur,7/22/2025,2025,7,Kharif,295.96,2903.65,3151.21,3027.04
Milk,Dairy,Litre,West Bengal,Nadia,Krishnanagar,6/26/2024,2024,6,Kharif,526.04,44.82,50.61,47.45
Mustard Oil,Oil,Litre,Maharashtra,Nagpur,Nagpur,10/15/2024,2024,10,Rabi,545.21,121.07,132.14,126.23
Rice,Grain,Quintal,West Bengal,Purba Medinipur,Panskura,11/20/2025,2025,11,Rabi,484.66,1951.69,2047.89,1999.74
Cabbage,Vegetable,Kg,Gujarat,Ahmedabad,Ahmedabad,6/5/2022,2022,6,Kharif,614.62,28.01,31.19,29.68
Banana,Fruit,Dozen,Punjab,Ludhiana,Ludhiana,2/5/2023,2023,2,Rabi,56.57,110.99,112.8,112.07
Maize,Grain,Quintal,Karnataka,Mysuru,Mysuru,5/16/2025,2025,5,Zaid,737.02,1483.61,1563.97,1523.8
Banana,Fruit,Dozen,Punjab,Amritsar,Amritsar,9/5/2025,2025,9,Kharif,583.24,95.73,107.62,101.86
Rice,Grain,Quintal,Maharashtra,Nashik,Lasalgaon,8/5/2021,2021,8,Kharif,610.05,2104.99,2329.5,2217.28
Banana,Fruit,Dozen,West Bengal,Purba Medinipur,Panskura,12/5/2022,2022,12,Rabi,925.07,106.81,114.96,110.72
Mustard Oil,Oil,Litre,Karnataka,Mysuru,Mysuru,9/7/2023,2023,9,Kharif,114.5,199.45,225.25,212.24
Mustard,Oilseed,Quintal,West Bengal,Purba Medinipur,Panskura,1/27/2024,2024,1,Rabi,339.02,4802.39,4968.6,4885.81
Rice,Grain,Quintal,Gujarat,Rajkot,Rajkot,4/18/2025,2025,4,Zaid,445.01,3164.16,3361.05,3262.11
Onion,Vegetable,Kg,Punjab,Ludhiana,Ludhiana,5/1/2022,2022,5,Zaid,883.68,33.07,35.1,34.32
Potato,Vegetable,Kg,Uttar Pradesh,Varanasi,Varanasi,5/7/2024,2024,5,Zaid,604.13,34.57,37.46,35.56
Wheat,Grain,Quintal,Uttar Pradesh,Varanasi,Varanasi,7/29/2022,2022,7,Kharif,730.58,2473.94,2678.12,2576.23
Mustard Oil,Oil,Litre,Karnataka,Mysuru,Mysuru,9/3/2021,2021,9,Kharif,701.62,113.76,128.06,120.56
Mustard,Oilseed,Quintal,Gujarat,Ahmedabad,Ahmedabad,10/30/2021,2021,10,Rabi,415.97,6106.66,6388.76,6247.21
Mustard,Oilseed,Quintal,West Bengal,Hooghly,Arambagh,12/14/2021,2021,12,Rabi,526.88,4722.43,5221.05,4971.53
Mango,Fruit,Kg,Uttar Pradesh,Varanasi,Varanasi,5/20/2024,2024,5,Zaid,118.72,94.98,105.75,100.37
Brinjal,Vegetable,Kg,Punjab,Amritsar,Amritsar,12/27/2025,2025,12,Rabi,243.43,40.67,44.38,42.03
Mustard,Oilseed,Quintal,West Bengal,Hooghly,Arambagh,10/6/2022,2022,10,Rabi,684.3,6645.29,7203.18,6924.15
Cabbage,Vegetable,Kg,West Bengal,Hooghly,Arambagh,4/19/2025,2025,4,Zaid,659.31,21.86,24.52,23.53
Wheat,Grain,Quintal,Maharashtra,Nashik,Lasalgaon,3/5/2021,2021,3,Rabi,99.19,2509.12,2650.04,2579.55
Tomato,Vegetable,Kg,Karnataka,Belagavi,Belagavi,12/25/2020,2020,12,Rabi,629.31,12.67,13.87,13.26
Wheat,Grain,Quintal,Punjab,Amritsar,Amritsar,10/28/2020,2020,10,Rabi,131.64,1754.32,1850.63,1802.47
Cotton,Fiber,Quintal,Karnataka,Mysuru,Mysuru,10/5/2021,2021,10,Rabi,595.91,5596.39,6381.03,5988.46
Wheat,Grain,Quintal,Uttar Pradesh,Kanpur,Kanpur,9/23/2021,2021,9,Kharif,432.21,2293.9,2326.7,2310.12
Maize,Grain,Quintal,Punjab,Ludhiana,Ludhiana,2/4/2024,2024,2,Rabi,201.37,1807.31,1883.55,1845.3
Milk,Dairy,Litre,Maharashtra,Nashik,Lasalgaon,7/12/2023,2023,7,Kharif,93.36,44.47,49.81,47.63
Milk,Dairy,Litre,Gujarat,Ahmedabad,Ahmedabad,4/27/2022,2022,4,Zaid,561.97,44.36,49.99,47.46
Tomato,Vegetable,Kg,Uttar Pradesh,Varanasi,Varanasi,4/3/2022,2022,4,Zaid,927.87,21.07,22.49,21.99
Milk,Dairy,Litre,Uttar Pradesh,Varanasi,Varanasi,3/16/2022,2022,3,Rabi,829.45,65.39,72.13,68.81
Rice,Grain,Quintal,Uttar Pradesh,Kanpur,Kanpur,6/21/2020,2020,6,Kharif,876.72,2053.22,2270.48,2161.74
Tomato,Vegetable,Kg,Maharashtra,Nashik,Lasalgaon,7/15/2023,2023,7,Kharif,306.45,67.05,75.39,70.96
Maize,Grain,Quintal,Maharashtra,Pune,Pune,10/25/2022,2022,10,Rabi,118.41,1860.55,2151.71,2005.84
Maize,Grain,Quintal,Uttar Pradesh,Varanasi,Varanasi,2/9/2022,2022,2,Rabi,231.75,1806.15,2034.74,1920.24
Cabbage,Vegetable,Kg,Uttar Pradesh,Kanpur,Kanpur,1/31/2024,2024,1,Rabi,581.54,13.12,14.51,14.07
Tomato,Vegetable,Kg,Gujarat,Ahmedabad,Ahmedabad,2/16/2023,2023,2,Rabi,149.93,22.97,25.03,24.4
Onion,Vegetable,Kg,Gujarat,Rajkot,Rajkot,10/21/2022,2022,10,Rabi,377.82,43.6,45.74,44.21
Banana,Fruit,Dozen,Punjab,Amritsar,Amritsar,5/9/2024,2024,5,Zaid,932.8,45.81,49.06,47.9
Mango,Fruit,Kg,Karnataka,Mysuru,Mysuru,2/26/2021,2021,2,Rabi,476.04,84.85,93.46,88.85
Mustard Oil,Oil,Litre,Punjab,Ludhiana,Ludhiana,4/2/2023,2023,4,Zaid,735.46,163.33,179.56,171.5
Tomato,Vegetable,Kg,Gujarat,Rajkot,Rajkot,2/1/2024,2024,2,Rabi,321.48,49.15,53.62,51.47
Mustard,Oilseed,Quintal,West Bengal,Nadia,Krishnanagar,4/25/2023,2023,4,Zaid,752.7,6336.4,6708.12,6522.16
Cotton,Fiber,Quintal,Karnataka,Mysuru,Mysuru,3/5/2020,2020,3,Rabi,514.93,4915.23,5401.46,5157.96
Tomato,Vegetable,Kg,Uttar Pradesh,Kanpur,Kanpur,10/25/2021,2021,10,Rabi,388.91,14.01,15.61,15.2
Potato,Vegetable,Kg,Punjab,Ludhiana,Ludhiana,7/10/2020,2020,7,Kharif,226.21,10.1,11.51,10.76
Brinjal,Vegetable,Kg,Uttar Pradesh,Kanpur,Kanpur,5/2/2025,2025,5,Zaid,649.62,33.44,36.76,35.11
Wheat,Grain,Quintal,Gujarat,Rajkot,Rajkot,11/21/2025,2025,11,Rabi,738.29,1638.16,1801.26,1719.94
Mustard Oil,Oil,Litre,West Bengal,Purba Medinipur,Panskura,7/3/2024,2024,7,Kharif,64.21,145.78,160.15,153.22
Wheat,Grain,Quintal,Punjab,Amritsar,Amritsar,12/21/2023,2023,12,Rabi,477.68,1951.44,2108.84,2029.76
Mustard,Oilseed,Quintal,Gujarat,Ahmedabad,Ahmedabad,5/10/2021,2021,5,Zaid,293.19,5738.54,6185.32,5961.88
Onion,Vegetable,Kg,Gujarat,Rajkot,Rajkot,1/19/2021,2021,1,Rabi,148.03,28.63,31.53,30.08
Tomato,Vegetable,Kg,West Bengal,Hooghly,Arambagh,11/6/2020,2020,11,Rabi,640.52,51.66,54.52,52.98
Milk,Dairy,Litre,West Bengal,Hooghly,Arambagh,12/8/2020,2020,12,Rabi,522.01,64.75,68.16,66.71
Wheat,Grain,Quintal,West Bengal,Nadia,Krishnanagar,6/27/2024,2024,6,Kharif,256.47,1838.26,1899.07,1868.85
Cotton,Fiber,Quintal,Karnataka,Mysuru,Mysuru,5/26/2021,2021,5,Zaid,326.42,7125.46,8230.78,7677.63
Wheat,Grain,Quintal,Karnataka,Mysuru,Mysuru,6/25/2021,2021,6,Kharif,164.22,1804.03,1964.32,1883.79
Onion,Vegetable,Kg,Gujarat,Rajkot,Rajkot,9/30/2024,2024,9,Kharif,695.63,26.34,29.22,27.55
Cotton,Fiber,Quintal,West Bengal,Nadia,Krishnanagar,10/20/2020,2020,10,Rabi,764.98,8273.27,9447.31,8860.12
Milk,Dairy,Litre,Karnataka,Mysuru,Mysuru,1/14/2023,2023,1,Rabi,899.92,42.18,43.62,43.25
Mustard Oil,Oil,Litre,Uttar Pradesh,Varanasi,Varanasi,9/21/2025,2025,9,Kharif,632.74,130.04,135.69,133.29
