Commodity,Category,Unit,State,District,Market,Date,Year,Month,Season,Arrival_Qty,Min_Price,Max_Price,Modal_Price,Day,Week,Quarter,DayOfWeek
Brinjal,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2024-11-18,2024,11,Rabi,786.33,31.34,33.15,32.37,18,47,4,0
Mustard,Oilseed,Quintal,West Bengal,Nadia,Krishnanagar,2022-12-13,2022,12,Rabi,253.1,5767.4,6298.25,6032.53,13,50,4,1
Banana,Fruit,Dozen,West Bengal,Purba Medinipur,Panskura,2024-09-25,2024,9,Kharif,657.9,62.45,67.52,65.31,25,39,3,2
Mango,Fruit,Kg,West Bengal,Nadia,Krishnanagar,2025-06-11,2025,6,Kharif,235.82,71.99,74.07,73.06,11,24,2,2
Maize,Grain,Quintal,West Bengal,Hooghly,Arambagh,2025-11-18,2025,11,Rabi,446.96,2450.53,2770.4,2610.03,18,47,4,1
Potato,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2023-07-15,2023,7,Kharif,129.93,32.23,36.7,34.94,15,28,3,5
Brinjal,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2024-12-09,2024,12,Rabi,245.6,20.66,22.65,21.28,9,50,4,0
Rice,Grain,Quintal,West Bengal,Purba Medinipur,Panskura,2025-02-01,2025,2,Rabi,847.4,2463.43,2580.31,2521.87,1,5,1,5
Maize,Grain,Quintal,West Bengal,Purba Medinipur,Panskura,2022-09-13,2022,9,Kharif,604.2,1859.97,1960.76,1910.75,13,37,3,1
Onion,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2022-07-18,2022,7,Kharif,673.3,45.74,48.02,46.64,18,29,3,0
Potato,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2023-11-21,2023,11,Rabi,884.77,16.2,18.25,17.35,21,47,4,1
Mustard Oil,Oil,Litre,West Bengal,Nadia,Krishnanagar,2024-09-24,2024,9,Kharif,913.65,198.26,219.44,208.86,24,39,3,1
Milk,Dairy,Litre,West Bengal,Purba Medinipur,Panskura,2020-03-21,2020,3,Rabi,771.04,54.95,59.16,57.25,21,12,1,5
Onion,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2022-03-17,2022,3,Rabi,81.3,14.36,15.85,14.98,17,11,1,3
Mustard,Oilseed,Quintal,West Bengal,Nadia,Krishnanagar,2024-08-20,2024,8,Kharif,48.95,4868.47,5297.78,5082.71,20,34,3,1
Milk,Dairy,Litre,West Bengal,Hooghly,Arambagh,2024-02-18,2024,2,Rabi,458.39,28.64,31.34,29.85,18,7,1,6
Brinjal,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2025-01-14,2025,1,Rabi,718.23,36.03,40.78,37.99,14,3,1,1
Maize,Grain,Quintal,West Bengal,Hooghly,Arambagh,2025-11-15,2025,11,Rabi,464.9,1600.11,1852.64,1726.84,15,46,4,5
Mustard Oil,Oil,Litre,West Bengal,Hooghly,Arambagh,2025-01-21,2025,1,Rabi,747.45,119.15,131.56,125.04,21,4,1,1
Mango,Fruit,Kg,West Bengal,Nadia,Krishnanagar,2024-04-22,2024,4,Zaid,595.27,104.29,116.22,109.8,22,17,2,0
Banana,Fruit,Dozen,West Bengal,Nadia,Krishnanagar,2021-06-21,2021,6,Kharif,368.97,89.77,94.35,92.03,21,25,2,0
Rice,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2023-07-28,2023,7,Kharif,899.59,2857.65,3254.61,3056.62,28,30,3,4
Rice,Grain,Quintal,West Bengal,Purba Medinipur,Panskura,2024-04-18,2024,4,Zaid,618.1,2744.63,2966.3,2855.71,18,16,2,3
Potato,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2025-05-06,2025,5,Zaid,537.16,14.57,16.69,15.26,6,19,2,1
Maize,Grain,Quintal,West Bengal,Purba Medinipur,Panskura,2023-01-24,2023,1,Rabi,592.8,1839.41,1982.49,1910.49,24,4,1,1
Mustard Oil,Oil,Litre,West Bengal,Nadia,Krishnanagar,2021-12-13,2021,12,Rabi,705.36,206.77,226.32,216.25,13,50,4,0
Cotton,Fiber,Quintal,West Bengal,Hooghly,Arambagh,2021-03-24,2021,3,Rabi,821.57,6669.65,7232.05,6950.43,24,12,1,2
Maize,Grain,Quintal,West Bengal,Purba Medinipur,Panskura,2022-01-02,2022,1,Rabi,181.27,1750.74,1900.16,1825.04,2,52,1,6
Cabbage,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2020-08-06,2020,8,Kharif,571.49,24.69,26.94,25.33,6,32,3,3
Tomato,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2024-10-11,2024,10,Rabi,873.65,48.61,51.45,49.64,11,41,4,4
Maize,Grain,Quintal,West Bengal,Hooghly,Arambagh,2020-03-21,2020,3,Rabi,572.27,1941.82,2093.62,2017.24,21,12,1,5
Brinjal,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2023-04-15,2023,4,Zaid,574.74,38.61,42.03,40.2,15,15,2,5
Potato,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2022-03-09,2022,3,Rabi,217.57,32.76,37.44,35.22,9,10,1,2
Mustard Oil,Oil,Litre,West Bengal,Nadia,Krishnanagar,2024-11-19,2024,11,Rabi,940.66,217.66,235.03,225.85,19,47,4,1
Onion,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2025-09-30,2025,9,Kharif,439.72,31.1,32.93,31.77,30,40,3,1
Brinjal,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2024-12-14,2024,12,Rabi,98.04,46.15,49.35,48.16,14,50,4,5
Tomato,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2021-02-10,2021,2,Rabi,429.64,10.91,12.69,11.37,10,6,1,2
Tomato,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2025-01-26,2025,1,Rabi,261.89,49.78,55.1,52.42,26,4,1,6
Wheat,Grain,Quintal,West Bengal,Hooghly,Arambagh,2023-05-01,2023,5,Zaid,824.89,2731.42,3001.89,2866.7,1,18,2,0
Tomato,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2023-03-18,2023,3,Rabi,321.73,34.9,36.89,36.06,18,11,1,5
Cotton,Fiber,Quintal,West Bengal,Hooghly,Arambagh,2023-03-04,2023,3,Rabi,482.71,7740.26,8804.22,8272.21,4,9,1,5
Cotton,Fiber,Quintal,West Bengal,Hooghly,Arambagh,2023-07-01,2023,7,Kharif,580.04,7878.61,8567.15,8222.55,1,26,3,5
Mustard,Oilseed,Quintal,West Bengal,Purba Medinipur,Panskura,2022-03-29,2022,3,Rabi,139.41,5397.59,5934.42,5665.69,29,13,1,1
Cotton,Fiber,Quintal,West Bengal,Hooghly,Arambagh,2025-04-18,2025,4,Zaid,516.9,7602.79,8802.52,8202.84,18,16,2,4
Onion,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2024-12-30,2024,12,Rabi,470.41,25.31,26.94,26.4,30,1,4,0
Mango,Fruit,Kg,West Bengal,Purba Medinipur,Panskura,2021-12-17,2021,12,Rabi,635.55,111.01,125.34,117.97,17,50,4,4
Brinjal,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2022-04-25,2022,4,Zaid,33.98,36.41,39.67,38.48,25,17,2,0
Cotton,Fiber,Quintal,West Bengal,Nadia,Krishnanagar,2020-04-13,2020,4,Zaid,153.08,5240.18,5978.18,5609.33,13,16,2,0
Banana,Fruit,Dozen,West Bengal,Hooghly,Arambagh,2022-07-11,2022,7,Kharif,237.38,104.3,118.96,111.5,11,28,3,0
Onion,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2023-12-09,2023,12,Rabi,269.53,34.87,40.21,37.34,9,49,4,5
Tomato,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2020-01-13,2020,1,Rabi,138.67,32.56,34.86,33.82,13,3,1,0
Mustard Oil,Oil,Litre,West Bengal,Hooghly,Arambagh,2023-12-24,2023,12,Rabi,930.3,188.1,210.79,199.66,24,51,4,6
Mustard Oil,Oil,Litre,West Bengal,Hooghly,Arambagh,2022-04-04,2022,4,Zaid,628.61,173.71,195.21,184.73,4,14,2,0
Potato,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2020-07-09,2020,7,Kharif,77.89,13.16,15.12,14.41,9,28,3,3
Tomato,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2023-11-09,2023,11,Rabi,27.82,44.54,51.57,48.3,9,45,4,3
Milk,Dairy,Litre,West Bengal,Hooghly,Arambagh,2021-01-28,2021,1,Rabi,486.06,47.1,52.37,49.43,28,4,1,3
Maize,Grain,Quintal,West Bengal,Hooghly,Arambagh,2022-08-19,2022,8,Kharif,269.01,2002.15,2225.43,2114.06,19,33,3,4
Potato,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2020-03-14,2020,3,Rabi,335.25,30.87,32.41,31.34,14,11,1,5
Rice,Grain,Quintal,West Bengal,Hooghly,Arambagh,2024-10-27,2024,10,Rabi,568.19,2066.11,2285.23,2175.26,27,43,4,6
Cotton,Fiber,Quintal,West Bengal,Purba Medinipur,Panskura,2021-03-10,2021,3,Rabi,350.87,8697.59,9288.1,8992.48,10,10,1,2
Wheat,Grain,Quintal,West Bengal,Purba Medinipur,Panskura,2020-11-07,2020,11,Rabi,715.95,2224.98,2388.88,2306.54,7,45,4,5
Milk,Dairy,Litre,West Bengal,Hooghly,Arambagh,2022-03-19,2022,3,Rabi,460.61,51.48,55.09,53.62,19,11,1,5
Cabbage,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2023-12-05,2023,12,Rabi,663.56,11.37,12.58,12.01,5,49,4,1
Mustard Oil,Oil,Litre,West Bengal,Purba Medinipur,Panskura,2022-07-27,2022,7,Kharif,74.02,167.28,184.01,175.3,27,30,3,2
Cotton,Fiber,Quintal,West Bengal,Nadia,Krishnanagar,2021-06-27,2021,6,Kharif,742.83,7361.76,8421.92,7891.82,27,25,2,6
Cotton,Fiber,Quintal,West Bengal,Hooghly,Arambagh,2022-04-18,2022,4,Zaid,942.47,5380.49,5829.5,5604.55,18,16,2,0
Tomato,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2023-06-08,2023,6,Kharif,687.19,59.24,69.16,64.54,8,23,2,3
Onion,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2025-12-06,2025,12,Rabi,493.63,40.98,44.87,42.55,6,49,4,5
Mustard Oil,Oil,Litre,West Bengal,Hooghly,Arambagh,2021-06-05,2021,6,Kharif,485.09,188.7,218.17,203.67,5,22,2,5
Mustard Oil,Oil,Litre,West Bengal,Hooghly,Arambagh,2025-02-19,2025,2,Rabi,356.73,151.81,168.46,160.61,19,8,1,2
Potato,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2020-07-24,2020,7,Kharif,689.88,34.15,36.57,34.94,24,30,3,4
Onion,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2022-09-05,2022,9,Kharif,27.04,33.44,37.27,34.95,5,36,3,0
Cotton,Fiber,Quintal,West Bengal,Nadia,Krishnanagar,2022-09-23,2022,9,Kharif,939.61,8063.89,8891.97,8478.01,23,38,3,4
Tomato,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2020-06-29,2020,6,Kharif,741.2,55.26,60.14,57.96,29,27,2,0
Cotton,Fiber,Quintal,West Bengal,Hooghly,Arambagh,2020-01-25,2020,1,Rabi,294.13,7172.9,7759.72,7466.32,25,4,1,5
Mango,Fruit,Kg,West Bengal,Purba Medinipur,Panskura,2025-12-15,2025,12,Rabi,800.98,50.73,57.52,53.71,15,51,4,0
Maize,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2020-08-16,2020,8,Kharif,74.12,2089.97,2130.35,2110.28,16,33,3,6
Mustard Oil,Oil,Litre,West Bengal,Nadia,Krishnanagar,2025-02-26,2025,2,Rabi,323.63,213.42,227.77,220.62,26,9,1,2
Cotton,Fiber,Quintal,West Bengal,Nadia,Krishnanagar,2025-12-24,2025,12,Rabi,705.41,5847.6,6126.15,5986.7,24,52,4,2
Mango,Fruit,Kg,West Bengal,Hooghly,Arambagh,2025-12-02,2025,12,Rabi,439.61,132.25,141.49,137.17,2,49,4,1
Banana,Fruit,Dozen,West Bengal,Hooghly,Arambagh,2021-05-31,2021,5,Zaid,193.74,79.3,86.48,82.49,31,22,2,0
Mustard,Oilseed,Quintal,West Bengal,Nadia,Krishnanagar,2023-06-09,2023,6,Kharif,864.82,4650.12,5260.06,4955.36,9,23,2,4
Mustard Oil,Oil,Litre,West Bengal,Hooghly,Arambagh,2020-02-02,2020,2,Rabi,63.78,209.42,228.56,219.33,2,5,1,6
Brinjal,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2024-01-05,2024,1,Rabi,915.75,20.46,23.26,21.75,5,1,1,4
Cabbage,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2021-06-24,2021,6,Kharif,465.91,9.93,11.1,10.84,24,25,2,3
Onion,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2025-12-01,2025,12,Rabi,949.05,47.16,51.17,48.98,1,49,4,0
Mango,Fruit,Kg,West Bengal,Nadia,Krishnanagar,2021-02-02,2021,2,Rabi,725.92,107.11,119.72,113.79,2,5,1,1
Cotton,Fiber,Quintal,West Bengal,Hooghly,Arambagh,2021-01-22,2021,1,Rabi,449.42,8477.2,9130.17,8803.65,22,3,1,4
Maize,Grain,Quintal,West Bengal,Purba Medinipur,Panskura,2024-10-02,2024,10,Rabi,86.02,2169.99,2424.43,2296.82,2,40,4,2
Milk,Dairy,Litre,West Bengal,Hooghly,Arambagh,2023-06-01,2023,6,Kharif,551.93,46.19,50.68,48.85,1,22,2,3
Tomato,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2023-03-08,2023,3,Rabi,289.64,26.42,28.9,27.23,8,10,1,2
Cabbage,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2020-04-11,2020,4,Zaid,939.74,33.04,37.67,35.66,11,15,2,5
Cotton,Fiber,Quintal,West Bengal,Hooghly,Arambagh,2020-10-22,2020,10,Rabi,914.72,6138.65,6280.55,6209.64,22,43,4,3
Wheat,Grain,Quintal,West Bengal,Hooghly,Arambagh,2025-09-09,2025,9,Kharif,764.65,2588.55,2641.54,2614.7,9,37,3,1
Mango,Fruit,Kg,West Bengal,Purba Medinipur,Panskura,2021-09-18,2021,9,Kharif,518.39,167.27,183.26,175.59,18,37,3,5
Mustard Oil,Oil,Litre,West Bengal,Hooghly,Arambagh,2025-01-20,2025,1,Rabi,48.38,127.36,135.55,130.98,20,4,1,0
Brinjal,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2024-12-05,2024,12,Rabi,526.8,33.47,36.9,35.06,5,49,4,3
Brinjal,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2023-11-03,2023,11,Rabi,176.34,36.57,40.69,38.49,3,44,4,4
Cabbage,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2024-08-12,2024,8,Kharif,864.62,32.22,35.37,33.39,12,33,3,0
Brinjal,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2022-01-24,2022,1,Rabi,407.42,48.12,49.73,48.53,24,4,1,0
Milk,Dairy,Litre,West Bengal,Purba Medinipur,Panskura,2021-05-08,2021,5,Zaid,122.24,43.25,47.46,45.41,8,18,2,5
Wheat,Grain,Quintal,West Bengal,Purba Medinipur,Panskura,2020-10-21,2020,10,Rabi,441.96,2474.57,2635.59,2554.94,21,43,4,2
Potato,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2020-03-23,2020,3,Rabi,65.09,24.84,27.33,26.1,23,13,1,0
Mango,Fruit,Kg,West Bengal,Purba Medinipur,Panskura,2021-01-17,2021,1,Rabi,775.55,94.71,99.66,96.91,17,2,1,6
Potato,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2025-12-16,2025,12,Rabi,247.74,33.71,37.09,35.58,16,51,4,1
Banana,Fruit,Dozen,West Bengal,Hooghly,Arambagh,2020-06-26,2020,6,Kharif,672.12,63.52,68.87,66.22,26,26,2,4
Rice,Grain,Quintal,West Bengal,Hooghly,Arambagh,2021-11-14,2021,11,Rabi,674.33,2092.21,2226.81,2159.2,14,45,4,6
Wheat,Grain,Quintal,West Bengal,Purba Medinipur,Panskura,2024-12-20,2024,12,Rabi,442.45,1716.83,1886.17,1801.49,20,51,4,4
Milk,Dairy,Litre,West Bengal,Purba Medinipur,Panskura,2022-08-23,2022,8,Kharif,855.04,41.54,45.91,43.76,23,34,3,1
Tomato,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2023-06-17,2023,6,Kharif,744.18,24.93,26.32,25.47,17,24,2,5
Milk,Dairy,Litre,West Bengal,Purba Medinipur,Panskura,2020-03-22,2020,3,Rabi,920.7,45.59,49.4,47.88,22,12,1,6
Cabbage,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2020-07-31,2020,7,Kharif,649.02,20.07,22.01,21.15,31,31,3,4
Banana,Fruit,Dozen,West Bengal,Purba Medinipur,Panskura,2021-02-01,2021,2,Rabi,390.08,87.45,98.33,92.39,1,5,1,0
Tomato,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2024-11-05,2024,11,Rabi,130.16,34.84,37.49,36.47,5,45,4,1
Potato,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2023-01-13,2023,1,Rabi,344.94,36.98,39.51,38.27,13,2,1,4
Tomato,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2022-05-18,2022,5,Zaid,185.59,30.22,33.2,31.57,18,20,2,2
Mustard,Oilseed,Quintal,West Bengal,Nadia,Arambagh,2021-11-20,2021,11,Rabi,277.2,4770.78,5218.83,4994.97,20,46,4,5
Maize,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2022-10-15,2022,10,Rabi,813.54,2517.7,2866.6,2691.93,15,41,4,5
Rice,Grain,Quintal,West Bengal,Hooghly,Arambagh,2023-05-28,2023,5,Zaid,850.65,2260.29,2367.8,2313.64,28,21,2,6
Mustard,Oilseed,Quintal,West Bengal,Hooghly,Arambagh,2025-11-20,2025,11,Rabi,652.07,6778.88,7422.1,7100.98,20,47,4,3
Potato,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2023-08-08,2023,8,Kharif,193.63,15.3,16.56,15.76,8,32,3,1
Rice,Grain,Quintal,West Bengal,Purba Medinipur,Panskura,2023-08-06,2023,8,Kharif,623.23,2422.93,2592.74,2507.45,6,31,3,6
Tomato,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2020-05-18,2020,5,Zaid,673.38,47.11,52.65,49.39,18,21,2,0
Banana,Fruit,Dozen,West Bengal,Nadia,Krishnanagar,2023-05-19,2023,5,Zaid,608.25,76.46,79.04,77.43,19,20,2,4
Brinjal,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2021-12-30,2021,12,Rabi,936.53,17.18,18.97,17.89,30,52,4,3
Potato,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2025-05-13,2025,5,Zaid,307.26,9.82,11.31,10.29,13,20,2,1
Mustard Oil,Oil,Litre,West Bengal,Hooghly,Arambagh,2022-10-22,2022,10,Rabi,113.94,159.6,174.96,167.49,22,42,4,5
Wheat,Grain,Quintal,West Bengal,Hooghly,Arambagh,2024-12-03,2024,12,Rabi,154.18,2763.27,2982.95,2873.06,3,49,4,1
Mustard Oil,Oil,Litre,West Bengal,Hooghly,Arambagh,2024-03-06,2024,3,Rabi,831.08,186.11,194.73,190.72,6,10,1,2
Cotton,Fiber,Quintal,West Bengal,Hooghly,Arambagh,2020-03-01,2020,3,Rabi,902.87,7848.73,8505.96,8177.72,1,9,1,6
Cotton,Fiber,Quintal,West Bengal,Hooghly,Arambagh,2021-01-15,2021,1,Rabi,349.02,7681.86,7862.96,7772.73,15,2,1,4
Mango,Fruit,Kg,West Bengal,Purba Medinipur,Panskura,2024-10-12,2024,10,Rabi,850.37,135.57,145.82,140.34,12,41,4,5
Onion,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2020-01-22,2020,1,Rabi,924.91,38.31,44.16,41.13,22,4,1,2
Wheat,Grain,Quintal,West Bengal,Hooghly,Arambagh,2023-06-18,2023,6,Kharif,879.95,2454.15,2740.87,2597.56,18,24,2,6
Maize,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2025-05-05,2025,5,Zaid,184.86,2473.36,2648.28,2560.87,5,19,2,0
Onion,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2023-02-07,2023,2,Rabi,603.49,19.51,21.24,19.98,7,6,1,1
Tomato,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2021-10-29,2021,10,Rabi,315.36,40.95,45.25,42.69,29,43,4,4
Cotton,Fiber,Quintal,West Bengal,Hooghly,Arambagh,2020-01-04,2020,1,Rabi,130.19,6800.73,7469.97,7135.54,4,1,1,5
Tomato,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2024-09-12,2024,9,Kharif,252.5,27.78,29.1,28.88,12,37,3,3
Mango,Fruit,Kg,West Bengal,Hooghly,Arambagh,2024-04-13,2024,4,Zaid,468.8,101.56,110.78,106.5,13,15,2,5
Milk,Dairy,Litre,West Bengal,Purba Medinipur,Panskura,2023-01-13,2023,1,Rabi,75.51,60.89,67.62,64.06,13,2,1,4
Mustard,Oilseed,Quintal,West Bengal,Nadia,Krishnanagar,2024-07-09,2024,7,Kharif,236.49,4542.09,5174.61,4858.17,9,28,3,1
Wheat,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2021-04-18,2021,4,Zaid,315.99,2687.87,2884.81,2786.73,18,15,2,6
Maize,Grain,Quintal,West Bengal,Hooghly,Arambagh,2024-10-09,2024,10,Rabi,632.74,2368.52,2738.76,2553.24,9,41,4,2
Brinjal,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2020-08-25,2020,8,Kharif,514.22,23.64,26.83,25.51,25,35,3,1
Wheat,Grain,Quintal,West Bengal,Hooghly,Arambagh,2025-04-08,2025,4,Zaid,673.1,1852.8,2054.59,1953.23,8,15,2,1
Tomato,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2025-09-15,2025,9,Kharif,88.71,36.88,42.1,39.41,15,38,3,0
Brinjal,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2023-03-02,2023,3,Rabi,746.15,39.21,42.62,40.61,2,9,1,3
Mustard Oil,Oil,Litre,West Bengal,Hooghly,Arambagh,2020-09-08,2020,9,Kharif,354.66,213.01,239.66,226.48,8,37,3,1
Mustard,Oilseed,Quintal,West Bengal,Nadia,Krishnanagar,2020-11-27,2020,11,Rabi,492.85,6519.85,7154.28,6836.9,27,48,4,4
Mustard Oil,Oil,Litre,West Bengal,Purba Medinipur,Panskura,2023-01-15,2023,1,Rabi,878.97,197.67,217.92,207.91,15,2,1,6
Potato,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2024-03-12,2024,3,Rabi,780.89,31.1,33.61,32.55,12,11,1,1
Wheat,Grain,Quintal,West Bengal,Purba Medinipur,Panskura,2024-10-15,2024,10,Rabi,355.54,2384.07,2658.71,2521.52,15,42,4,1
Maize,Grain,Quintal,West Bengal,Purba Medinipur,Panskura,2022-07-03,2022,7,Kharif,462.86,2526.55,2733.91,2630.52,3,26,3,6
Tomato,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2023-06-22,2023,6,Kharif,268.77,19.28,21.17,20.27,22,25,2,3
Mango,Fruit,Kg,West Bengal,Purba Medinipur,Panskura,2022-06-19,2022,6,Kharif,669.39,33.91,36.83,35.3,19,24,2,6
Maize,Grain,Quintal,West Bengal,Hooghly,Arambagh,2020-10-19,2020,10,Rabi,91.78,1995.54,2145.13,2070.3,19,43,4,0
Brinjal,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2022-06-20,2022,6,Kharif,461.88,16.07,17.41,17.16,20,25,2,0
Onion,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2025-10-11,2025,10,Rabi,878.73,26.22,28.94,27.3,11,41,4,5
Cabbage,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2020-10-04,2020,10,Rabi,410.07,23.34,25.2,24.75,4,40,4,6
Wheat,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2023-08-29,2023,8,Kharif,608.91,2195.16,2441.41,2318.4,29,35,3,1
Onion,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2020-06-24,2020,6,Kharif,736.73,18.97,21.69,20.54,24,26,2,2
Mustard Oil,Oil,Litre,West Bengal,Purba Medinipur,Panskura,2021-04-10,2021,4,Zaid,234.16,209.22,236.07,223.1,10,14,2,5
Rice,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2024-09-23,2024,9,Kharif,105.48,2995.22,3077.28,3036.41,23,39,3,0
Mango,Fruit,Kg,West Bengal,Nadia,Krishnanagar,2021-07-18,2021,7,Kharif,316.6,110.32,121.62,115.58,18,28,3,6
Mustard Oil,Oil,Litre,West Bengal,Nadia,Krishnanagar,2024-09-08,2024,9,Kharif,690.25,118.53,123.78,121.3,8,36,3,6
Brinjal,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2022-01-04,2022,1,Rabi,931.96,28.11,30.77,29.08,4,1,1,1
Brinjal,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2023-08-26,2023,8,Kharif,494.86,15.5,17.55,16.06,26,34,3,5
Wheat,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2022-01-14,2022,1,Rabi,344.61,2588.3,2867.29,2728.16,14,2,1,4
Wheat,Grain,Quintal,West Bengal,Purba Medinipur,Panskura,2024-07-24,2024,7,Kharif,249.29,1860.76,2042.48,1951.32,24,30,3,2
Cotton,Fiber,Quintal,West Bengal,Hooghly,Arambagh,2025-03-10,2025,3,Rabi,562.8,7732.21,8611.02,8171.68,10,11,1,0
Onion,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2021-05-22,2021,5,Zaid,177.79,54.25,60.55,56.93,22,20,2,5
Rice,Grain,Quintal,West Bengal,Hooghly,Arambagh,2025-08-18,2025,8,Kharif,724.1,3130.45,3408.31,3269.71,18,34,3,0
Tomato,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2024-12-17,2024,12,Rabi,925.49,12.27,14.06,12.82,17,51,4,1
Mustard,Oilseed,Quintal,West Bengal,Nadia,Krishnanagar,2024-01-09,2024,1,Rabi,611.05,4109.75,4566.67,4337.76,9,2,1,1
Onion,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2022-02-16,2022,2,Rabi,479.38,40.56,41.97,41.33,16,7,1,2
Milk,Dairy,Litre,West Bengal,Purba Medinipur,Panskura,2021-01-19,2021,1,Rabi,629.21,43.55,48.48,46.08,19,3,1,1
Rice,Grain,Quintal,West Bengal,Hooghly,Arambagh,2021-02-08,2021,2,Rabi,539.59,1871.14,2116.39,1993.74,8,6,1,0
Maize,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2024-10-02,2024,10,Rabi,699.39,2250.72,2410.39,2330.22,2,40,4,2
Wheat,Grain,Quintal,West Bengal,Purba Medinipur,Panskura,2022-05-09,2022,5,Zaid,185.52,2256.92,2496.03,2376.19,9,19,2,0
Rice,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2023-07-31,2023,7,Kharif,20.29,2938.21,3168.07,3052.84,31,31,3,0
Banana,Fruit,Dozen,West Bengal,Purba Medinipur,Panskura,2025-01-08,2025,1,Rabi,143.45,95.45,106.28,100.39,8,2,1,2
Tomato,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2023-09-19,2023,9,Kharif,190.92,33.86,38.15,35.75,19,38,3,1
Rice,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2025-06-07,2025,6,Kharif,438.95,2850.28,3010.52,2930.57,7,23,2,5
